UUID,Unité,mol éq. H+,kg éq. CFC 11,kg éq. CO2,kg éq. CO2.1,kg éq. CO2.2,kg éq. P,kg éq. N,mol éq. N,kg éq. COVNM,incidence de maladie,éq. kBq U235,MJ,kg éq. Sb,sans dimension (pt)
686459b1-f68e-15ff-2045-0000030924c2,"Veau de boucherie, conventionnel, atelier d'engraissement recevant des veaux de 8 jours issus de systèmes laitiers de plaine, sortie atelier_x007f_/Beef calf, conventional, fattening system, calves from lowland milk system, at farm gate",0.0358295,3.50521e-07,,3.30682,7.68164,0.00296731,0.0838519,0.333436,0.0187179,6.9841e-07,0.651244,51.0267,7.81362e-06,925.727
ad79b4db-c2c5-1121-7a10-485af1efa4eb,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), US/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), US",0.000182224,1.05417e-13,0.075049,0.0,0.075049,2.32592e-09,8.66198e-05,0.000952527,0.000155661,6.9634e-10,0.000573569,1.22414,2.7249e-08,0.0
d7ff319f-57f2-ca79-785c-63b26c6c8f6f,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), RU/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), RU",0.000443505,1.49756e-14,0.0735023,0.0,0.0735023,8.1004e-10,0.000232601,0.00254896,0.000405625,1.2837e-09,0.000123186,1.23346,9.35222e-09,0.0
e56446ac-cb37-0398-af3d-74eced543ad4,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), RSA/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), RSA",0.000310651,1.43361e-14,0.0755224,0.0,0.0755224,7.5246e-10,0.000155205,0.0017016,0.000274777,8.17209e-10,7.0195e-05,1.25177,8.47012e-09,0.0
59c4c64c-0916-868a-5dd6-a42c4c42222f,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), RER/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), RER",0.000247951,9.049e-13,0.0744719,0.0,0.0744719,2.13861e-09,0.000112183,0.0012301,0.000205231,7.32868e-10,0.00467433,1.18249,5.92788e-09,0.0
8a9ea54b-49df-b627-c3ce-4385807450d1,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), NL/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), NL",0.000200279,4.87119e-14,0.0644054,0.0,0.0644054,6.6132e-10,0.00010054,0.0011021,0.000172934,4.61858e-10,0.00018082,1.09329,4.53606e-09,0.0
8f8eb364-a08a-62f1-7ffb-1b128095059e,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), IT/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), IT",0.00016663,2.49043e-13,0.0783276,0.0,0.0783276,1.38698e-09,8.59614e-05,0.000942811,0.000167065,6.54057e-10,0.000660994,1.19732,5.68954e-09,0.0
686b8228-ffe1-1fd3-9ce3-94947fceb21c,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), GB/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), GB",0.000201768,3.01611e-14,0.0660394,0.0,0.0660394,5.79947e-10,0.000102085,0.00111868,0.0001767,5.0567e-10,0.00062448,1.10307,3.82953e-09,0.0
618440a9-f4aa-65bc-21cb-ea40eee53f3d,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), ES/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), ES",0.0002348,1.87981e-13,0.0830517,0.0,0.0830517,7.67049e-10,0.000120537,0.0013209,0.000246405,9.63384e-10,0.00124183,1.25479,5.16394e-09,0.0
f6d00016-621f-b5a6-84a0-e9be0117aa05,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), DE/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), DE",0.000219815,1.58226e-13,0.0736897,0.0,0.0736897,1.52852e-09,7.54272e-05,0.000828341,0.00014117,5.94395e-10,0.000856248,1.1639,6.67796e-09,0.0
f9ca6069-83be-6159-02c5-c8ac17b5f58a,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), CN/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), CN",0.0002617,1.43637e-14,0.076218,0.0,0.076218,7.53832e-10,0.000129406,0.00141952,0.000230664,9.48941e-10,7.03351e-05,1.25178,8.47015e-09,0.0
2a79376f-e71b-0064-b61b-a4b22b59b248,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), CH/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), CH",0.000265435,1.47267e-13,0.0780761,0.0,0.0780761,8.48553e-10,0.000105768,0.00116136,0.000205013,1.51088e-09,0.000860998,1.1531,7.44984e-09,0.0
ad9d13c4-8ab2-148b-757c-3f9a9e44ee03,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|Puissance non spécifiée), BE/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant| Unspecified power), BE",0.000217195,2.70601e-13,0.0665114,0.0,0.0665114,5.78968e-10,0.000105913,0.0011613,0.000190193,5.12384e-10,0.000779351,1.13118,4.1304e-09,0.0
7d778e9b-8e24-4721-8a57-8fc38720356c,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), US/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), US",0.000182224,1.05131e-13,0.0747322,0.0,0.0747322,2.3117e-09,8.66198e-05,0.000952527,0.000155661,6.9634e-10,0.000572117,1.22402,2.72486e-08,0.0
70fee3d4-9bfd-4cf4-a177-1396cb852bdf,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), RU/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), RU",0.000443505,1.40812e-14,0.0732073,0.0,0.0732073,7.65511e-10,0.000232601,0.00254896,0.000405625,1.2837e-09,0.000118639,1.23311,9.35097e-09,0.0
2e2b0600-2ee9-4bb4-bcfa-26d81c54ec0f,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), RSA/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), RSA",0.000310651,1.37696e-14,0.0755224,0.0,0.0755224,7.24257e-10,0.000155205,0.0017016,0.000274777,8.17209e-10,6.73154e-05,1.25155,8.46932e-09,0.0
d4c64ddb-5c29-4f88-92ae-c02545a06892,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), RER/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), RER",0.000170377,9.049e-13,0.0744719,0.0,0.0744719,2.13861e-09,7.12979e-05,0.000783064,0.000135906,7.2669e-10,0.00467433,1.18249,5.92788e-09,0.0
7cefd518-732c-432a-91e2-2a7edf8ba427,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), NL/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), NL",0.000141171,4.87119e-14,0.0643491,0.0,0.0643491,6.6132e-10,6.93324e-05,0.000760405,0.000120017,3.28931e-10,0.00018082,1.09329,4.53606e-09,0.0
73d7f817-670b-4d69-b305-624284ad5f49,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), IT/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), IT",0.000136295,2.49043e-13,0.0781605,0.0,0.0781605,1.38698e-09,7.00335e-05,0.000768465,0.00013868,6.54057e-10,0.000660994,1.19732,5.68954e-09,0.0
d6d9a120-aaa4-4bf2-9b70-40e2bdb107e7,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), GB/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), GB",0.000114023,3.01611e-14,0.0657844,0.0,0.0657844,5.79947e-10,5.58705e-05,0.000612154,9.78758e-05,5.0567e-10,0.00062448,1.10307,3.82953e-09,0.0
11db613a-7fe1-4c04-a2d3-79b4432bc9bd,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), ES/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), ES",0.000113081,1.87981e-13,0.0830517,0.0,0.0830517,7.67049e-10,5.66292e-05,0.000620632,0.000138704,9.63384e-10,0.00124183,1.25479,5.16394e-09,0.0
0769b32c-b78c-4dfc-aa93-eff7d2f1b184,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), DE/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), DE",0.000219815,1.58152e-13,0.0736897,0.0,0.0736897,1.52482e-09,7.54272e-05,0.000828341,0.00014117,5.94395e-10,0.00085587,1.16387,6.67787e-09,0.0
7e5a709f-b461-4ab1-850e-214d5c341549,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), CN/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), CN",0.00025932,1.43637e-14,0.076218,0.0,0.076218,7.53832e-10,0.000128152,0.0014058,0.000230664,9.48941e-10,7.03351e-05,1.25178,8.47015e-09,0.0
d83d06e6-a2e3-4f66-a2fd-786134691b69,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), CH/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), CH",0.000132575,1.47267e-13,0.0780469,0.0,0.0780469,8.48553e-10,3.59502e-05,0.000399247,8.78371e-05,1.27628e-09,0.000860998,1.1531,7.44984e-09,0.0
6c1458ba-716a-4b46-a49e-79da1333cccd,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|> 10MW), BE/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|> 10MW), BE",0.000157667,2.70601e-13,0.066459,0.0,0.066459,5.78968e-10,7.45523e-05,0.000818057,0.000135568,3.79053e-10,0.000779351,1.13118,4.1304e-09,0.0
517f7903-073b-4270-b820-514fe6191c77,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), US/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), US",0.000157553,1.05417e-13,0.075049,0.0,0.075049,2.32592e-09,7.36172e-05,0.000810359,0.000135345,6.62097e-10,0.000573569,1.22414,2.7249e-08,0.0
8773324d-1676-46dc-843b-1bf90fbe89fc,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), RU/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), RU",0.000236564,1.49756e-14,0.0735023,0.0,0.0735023,8.1004e-10,0.000123922,0.00135788,0.000221362,6.89566e-10,0.000123186,1.23346,9.35222e-09,0.0
8804604f-62a1-4626-87d8-131435eb6580,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), RSA/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), RSA",0.0002617,1.43361e-14,0.0754853,0.0,0.0754853,7.5246e-10,0.000129406,0.00141952,0.000230176,6.4778e-10,7.0195e-05,1.25177,8.47012e-09,0.0
cba82a28-8168-4297-8866-45a51ced0ffa,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), RER/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), RER",0.000247951,9.04007e-13,0.0744615,0.0,0.0744615,2.09391e-09,0.000112183,0.0012301,0.000205231,7.32868e-10,0.00466977,1.18213,5.92664e-09,0.0
b1f6c51c-72e0-4a65-affd-1d972206f4c2,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), NL/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), NL",0.000200279,4.80267e-14,0.0644054,0.0,0.0644054,6.27204e-10,0.00010054,0.0011021,0.000172934,4.61858e-10,0.000177337,1.09303,4.53511e-09,0.0
1b22297e-7391-4798-a095-e682d3027923,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), IT/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), IT",0.00016663,2.48693e-13,0.0783276,0.0,0.0783276,1.36957e-09,8.59614e-05,0.000942811,0.000167065,5.69142e-10,0.000659215,1.19719,5.68905e-09,0.0
59173ae5-4e70-4f19-9aa8-ac83f8423a44,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), GB/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), GB",0.000201768,2.91463e-14,0.0660394,0.0,0.0660394,5.29425e-10,0.000102085,0.00111868,0.0001767,4.7514e-10,0.000619321,1.10267,3.82812e-09,0.0
b628161e-0bbd-4dfd-a2dc-eb3da86b6c91,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), ES/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), ES",0.0002348,1.86578e-13,0.0827964,0.0,0.0827964,6.97186e-10,0.000120537,0.0013209,0.000246405,9.28705e-10,0.00123469,1.25423,5.16198e-09,0.0
82ffdb30-6c91-469b-ae88-13aa85c519c9,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), DE/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), DE",0.000213409,1.58226e-13,0.0731331,0.0,0.0731331,1.52852e-09,7.20461e-05,0.000791366,0.000135443,5.85491e-10,0.000856248,1.1639,6.67796e-09,0.0
8ce8940c-f864-442e-a88f-97a9e54e8b7d,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), CN/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), CN",0.0002617,1.43361e-14,0.0754853,0.0,0.0754853,7.5246e-10,0.000129406,0.00141952,0.000230176,6.4778e-10,7.0195e-05,1.25177,8.47012e-09,0.0
5ad9a900-954a-4fd6-8a14-888a9b339d5e,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), CH/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), CH",0.000265435,1.45734e-13,0.0780761,0.0,0.0780761,7.72231e-10,0.000105768,0.00116136,0.000205013,1.51088e-09,0.000853205,1.15249,7.4477e-09,0.0
816af734-195b-4768-8fad-9dd3be14417e,"Vapeur à partir de gaz naturel (mix de technologies de combustion et d'épuration des effluents gazeux|en sortie de chaudière|< 10MW), BE/Steam from natural gas (technology mix regarding firing and flue gas cleaning|at steam plant|< 10MW), BE",0.000217195,2.69912e-13,0.0665114,0.0,0.0665114,5.44687e-10,0.000105913,0.0011613,0.000190193,5.12384e-10,0.000775851,1.1309,4.12944e-09,0.0
b1b664e7-014d-bc70-9634-e88cb5da0508,"Vapeur à partir de fioul lourd (technologie non spécifiée), RSA/Steam from heavy fuel oil (unspecified technology), RSA",0.00343272,1.10428e-13,0.0984989,0.0,0.0984989,1.48427e-08,0.000473044,0.00518265,0.000955279,2.59653e-08,0.00111033,,6.82832e-09,0.0
099a6b65-a41c-455c-63b6-af06a2f79f54,"Vapeur à partir de fioul lourd (technologie non spécifiée), RER/Steam from heavy fuel oil (unspecified technology), RER",0.00162679,2.65444e-13,0.0970014,0.0,0.0970014,1.83115e-08,0.000449924,0.0049289,0.000821044,1.15455e-08,0.00151215,1.19514,5.82849e-09,0.0
a765fe10-c80f-4e5d-af18-169e5725c842,"Vapeur à partir de fioul lourd (précipitateur électrostatique, réduction catalytique sélective|en sortie de chaudière|> 10MW, teneur en soufre 1%), RER/Steam from heavy fuel oil (electrostatic precipitator, selective catalytic reduction|at steam plant|> 10MW, 1% sulphur content), RER",0.000995341,2.62539e-13,0.0969956,0.0,0.0969956,1.7976e-08,0.000117123,0.00129009,0.000262388,5.66677e-09,0.0014963,1.19508,5.8276e-09,0.0
d14d6753-0a36-4c53-8098-9f39026534a2,"Vapeur à partir de fioul lourd (précipitateur électrostatique, réduction catalytique sélective|en sortie de chaudière|< 10MW, teneur en soufre 3,5%), RSA/Steam from heavy fuel oil (electrostatic precipitator, selective catalytic reduction|at steam plant|> 10MW, 3.5% sulphur content), RSA",0.00280531,3.09312e-14,0.0965126,0.0,0.0965126,8.89008e-09,0.000136971,0.00150861,0.000400202,1.74622e-08,0.000280158,1.24508,6.67943e-09,0.0
308a525d-f87d-4a74-9c43-bd735eee4cfe,"Vapeur à partir de fioul lourd (précipitateur électrostatique, réduction catalytique sélective|en sortie de chaudière|< 10MW, teneur en soufre 1%), RSA/Steam from heavy fuel oil (electrostatic precipitator, selective catalytic reduction|at steam plant|> 10MW, 1% sulphur content), RSA",0.0010417,1.07511e-13,0.0984931,0.0,0.0984931,1.45069e-08,0.000140243,0.00154384,0.00029965,6.27441e-09,0.00109445,1.30474,6.82749e-09,0.0
0be8f4fe-414d-4792-b1d1-c1587737dcc7,"Vapeur à partir de fioul lourd (précipitateur électrostatique, désulfurisation des émissions gaseuses, réduction catalytique sélective|en sortie de chaudière|> 10MW, teneur en soufre 1%), RER/Steam from heavy fuel oil (electrostatic precipitator, flue gas desulphurisation, selective catalytic reduction|at steam plant|> 10MW, 1% sulphur content), RER",0.000398622,2.65444e-13,0.0970014,0.0,0.0970014,1.83115e-08,0.000117653,0.00129026,0.000225469,2.02932e-09,0.00151215,1.19514,5.82849e-09,0.0
e595d473-5cb4-4a5c-9b95-43c4475f0789,"Vapeur à partir de fioul lourd (précipitateur électrostatique, désulfurisation des émissions gaseuses, réduction catalytique sélective|en sortie de chaudière|< 10MW, teneur en soufre 3,5%), RSA/Steam from heavy fuel oil (electrostatic precipitator, flue gas desulphurisation, selective catalytic reduction|at steam plant|> 10MW, 3.5% sulphur content), RSA",0.00069979,4.12403e-14,0.0965333,0.0,0.0965333,1.00759e-08,0.000138835,0.00150913,0.000269928,4.61391e-09,0.000336383,1.24529,6.6824e-09,0.0
e592bb32-c7db-410d-97f9-11fc2d5cf626,"Vapeur à partir de fioul lourd (précipitateur électrostatique, désulfurisation des émissions gaseuses, réduction catalytique sélective|en sortie de chaudière|< 10MW, teneur en soufre 1%), RSA/Steam from heavy fuel oil (electrostatic precipitator, flue gas desulphurisation, selective catalytic reduction|at steam plant|> 10MW, 1% sulphur content), RSA",0.000444981,1.10428e-13,0.0984989,0.0,0.0984989,1.48427e-08,0.000140771,0.00154399,0.000262728,2.63691e-09,0.00111033,,6.82832e-09,0.0
ccc39068-04f5-4c44-a79b-7f14551b054f,"Vapeur à partir de fioul lourd (précipitateur électrostatique, désulfurisation des émissions gaseuses, brûleur à faibles émissions de NOx|en sortie de chaudière|< 10MW, teneur en soufre 3,5%), RSA/Steam from heavy fuel oil (electrostatic precipitator, flue gas desulphurisation, low NOx burner|at steam plant|< 10MW, 3.5% sulphur content), RSA",0.00105264,3.39819e-14,0.0963288,0.0,0.0963288,9.71451e-09,0.000325292,0.0035441,0.00058304,5.09755e-09,0.000299484,1.24241,6.67229e-09,0.0
5c3e31c1-3376-45cc-93c5-3abd3055b0e6,"Vapeur à partir de fioul lourd (précipitateur électrostatique, désulfurisation des émissions gaseuses, brûleur à faibles émissions de NOx|en sortie de chaudière|< 10MW, teneur en soufre 1%), RSA/Steam from heavy fuel oil (electrostatic precipitator, flue gas desulphurisation, low NOx burner|at steam plant|< 10MW, 1% sulphur content), RSA",0.000800176,1.03122e-13,0.0982929,0.0,0.0982929,1.44789e-08,0.000328466,0.00359248,0.000577919,3.12378e-09,0.00107319,1.30189,6.81815e-09,0.0
8042a920-abd9-4529-bf00-7b0f7d767c76,"Vapeur à partir de fioul lourd (précipitateur électrostatique, désulfurisation des émissions gaseuses, brûleur à faibles émissions de NOx|en sortie de chaudière|< 10MW, teneur en soufre 1%), RER/Steam from heavy fuel oil (electrostatic precipitator, flue gas desulphurisation, low NOx burner|at steam plant|< 10MW, 1% sulphur content), RER",0.000753818,2.58138e-13,0.0967955,0.0,0.0967955,1.79477e-08,0.000305348,0.00333875,0.00054066,2.51618e-09,0.001475,1.19224,5.81831e-09,0.0
1b0d46ac-c1c8-491e-8e04-437907905f18,"Vapeur à partir de fioul lourd (précipitateur électrostatique, brûleur à faibles émissions de NOx|en sortie de chaudière|< 10MW, teneur en soufre 3,5%), RSA/Steam from heavy fuel oil (electrostatic precipitator, low NOx burner|at steam plant|< 10MW, 3.5% sulphur content), RSA",0.00315826,2.36709e-14,0.096308,0.0,0.096308,8.52858e-09,0.000323478,0.00354412,0.000713397,1.7946e-08,0.000243248,1.24219,6.66932e-09,0.0
65ef738c-cfc5-4950-950d-e95b90e9617c,"Vapeur à partir de fioul lourd (précipitateur électrostatique, brûleur à faibles émissions de NOx|en sortie de chaudière|< 10MW, teneur en soufre 1%), RSA/Steam from heavy fuel oil (electrostatic precipitator, low NOx burner|at steam plant|< 10MW, 1% sulphur content), RSA",0.00139693,1.00204e-13,0.0982872,0.0,0.0982872,1.41431e-08,0.000327952,0.00359249,0.000614864,6.76131e-09,0.00105731,1.30184,6.81731e-09,0.0
c93e70c4-7208-4154-927a-670257901bfc,"Vapeur à partir de fioul lourd (précipitateur électrostatique, brûleur à faibles émissions de NOx|en sortie de chaudière|< 10MW, teneur en soufre 1%), RER/Steam from heavy fuel oil (electrostatic precipitator, low NOx burner|at steam plant|< 10MW, 1% sulphur content), RER",0.00135056,2.55232e-13,0.0967896,0.0,0.0967896,1.76122e-08,0.000304833,0.00333874,0.000577602,6.15367e-09,0.00145915,1.19217,5.81741e-09,0.0
250ae5d6-c74a-44f9-9953-bee0faa4cac7,"Vapeur à partir de fioul lourd (épuration non contrôlée des émissions gaseuses|en sortie de chaudière|< 10MW, teneur en soufre 3,5%), RSA/Steam from heavy fuel oil (uncontrolled flue gas cleaning|at steam plant|< 10MW, 3.5% sulphur content), RSA",0.00343272,2.36709e-14,0.096308,0.0,0.096308,8.52858e-09,0.00046764,0.0051241,0.000955279,2.59653e-08,0.000243248,1.24219,6.66932e-09,0.0
